last_update_utc_tmstp,Line,plan_plant_id,order_No,P_Code,Description,batch_NO,start_date,start_time,End_date,End_time,Planned_Quantity,base_uom,load_utc_time
2026-02-13 02:41:04,INT2,7724,910786304,83911265,H&S SHM 1000ML X8 S&S IN PCR,6044930269,2026-02-13,12:20:01,2026-02-13,13:33:56,730,CS,2026-02-13 14:28:47
2026-02-13 02:41:04,INT3,7724,910781096,80851521,PNTN COND 100MLX 24 HS SS IN AMJ25,6044930280,2026-02-13,07:31:00,2026-02-13,11:13:00,300,CS,2026-02-13 14:28:47
2026-02-13 02:41:04,INM1,7724,910784792,21470270,BC128c PN40S12 0.5C 0.80Vic LCV KTN HS,CI850,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-13 02:41:04,INM1,7724,910787357,21470269,BC128c PN40S12 0.5C 1.1FR HS,,2026-02-13,22:50:00,2026-02-13,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-13 02:41:04,INM1,7724,910784786,21470269,BC128c PN40S12 0.5C 1.1FR HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-13 02:41:04,INM1,7724,910784787,21470269,BC128c PN40S12 0.5C 1.1FR HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 22:41:39,INC1,7724,910783645,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6044930215,2026-02-13,01:28:34,2026-02-13,05:53:08,2076,CS,2026-02-13 14:28:47
2026-02-12 22:41:39,INT2,7724,910786173,80880883,H&S SHM 72ML X 48 S&S IN GST,6044930267,2026-02-13,06:01:52,2026-02-13,11:38:04,1660,CS,2026-02-13 14:28:47
2026-02-12 22:41:39,INT2,7724,910786420,80880909,H&S SHM 72MLX48 S&S 2IN1 IN GST,6044930268,2026-02-13,00:25:39,2026-02-13,06:01:51,1660,CS,2026-02-13 14:28:47
2026-02-12 22:41:39,INM1,7724,910784785,21470269,BC128c PN40S12 0.5C 1.1FR HS,CI870,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 22:41:39,INM1,7724,910787371,21422079,BC128o MN2513 0.5PO 0.70Vic 0.05KTN HS,CI866,2026-02-13,22:49:59,2026-02-13,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 19:42:23,INC1,7724,910783616,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6043930217,2026-02-12,21:04:00,2026-02-13,01:28:34,2076,CS,2026-02-13 14:28:47
2026-02-12 19:42:23,INC1,7724,910783645,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6044930215,2026-02-13,01:28:34,2026-02-13,05:53:08,2076,CS,2026-02-13 14:28:47
2026-02-12 19:42:23,INT2,7724,910786404,80879269,PNTN SHM 90MLX48 HS LC IN GST,604393026E,2026-02-12,19:58:30,2026-02-13,00:25:38,1319,CS,2026-02-13 14:28:47
2026-02-12 19:42:23,INT2,7724,910786420,80880909,H&S SHM 72MLX48 S&S 2IN1 IN GST,6044930268,2026-02-13,00:25:39,2026-02-13,06:01:51,1660,CS,2026-02-13 14:28:47
2026-02-12 19:42:23,INM1,7724,910787370,21422079,BC128o MN2513 0.5PO 0.70Vic 0.05KTN HS,CI865,2026-02-13,22:49:59,2026-02-13,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 19:42:23,INM1,7724,910787371,21422079,BC128o MN2513 0.5PO 0.70Vic 0.05KTN HS,CI866,2026-02-13,22:49:59,2026-02-13,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 18:42:20,INC1,7724,910783616,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6043930217,2026-02-12,21:04:00,2026-02-13,01:28:34,2076,CS,2026-02-13 14:28:47
2026-02-12 18:42:20,INC4,7724,910786120,83900262,H&S SHM 5.7MLX1200 DAILY COOL IN GST FC,604393024C,2026-02-12,20:06:09,2026-02-13,09:13:34,1660,CS,2026-02-13 14:28:47
2026-02-12 18:42:20,INT2,7724,910786420,80880909,H&S SHM 72MLX48 S&S 2IN1 IN GST,6044930268,2026-02-13,00:25:39,2026-02-13,06:01:51,1660,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INC1,7724,910783616,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6043930217,2026-02-12,21:04:00,2026-02-13,01:28:34,2076,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INC1,7724,910783551,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6043930218,2026-02-12,16:39:26,2026-02-12,21:04:00,2076,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INC4,7724,910783550,83900259,H&S SHM 5.7MLX1200 DAILY CLEAN IN GST FC,6043930248,2026-02-12,14:58:44,2026-02-12,20:06:09,1660,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INC4,7724,910786120,83900262,H&S SHM 5.7MLX1200 DAILY COOL IN GST FC,604393024C,2026-02-12,20:06:09,2026-02-13,09:13:34,1660,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INT2,7724,910786404,80879269,PNTN SHM 90MLX48 HS LC IN GST,604393026E,2026-02-12,19:58:30,2026-02-13,00:25:38,1319,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INT2,7724,910786420,80880909,H&S SHM 72MLX48 S&S 2IN1 IN GST,6044930268,2026-02-13,00:25:39,2026-02-13,06:01:51,1660,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INT2,7724,910778471,80892897,H&S SHM 340ML X30 CM IN EDTA,6041930260,2026-02-12,18:00:04,2026-02-12,19:26:39,570,CS,2026-02-13 14:28:47
2026-02-12 14:42:38,INM1,7724,910784784,21470269,BC128c PN40S12 0.5C 1.1FR HS,CI862,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 14:42:38,INM1,7724,910781825,21470269,BC128c PN40S12 0.5C 1.1FR HS,CI861,2026-02-11,22:50:00,2026-02-11,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INC1,7724,910783551,80875094,H&S SHM 5.7MLX960 CHARCOAL DC IN,6043930218,2026-02-12,16:39:26,2026-02-12,21:04:00,2076,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INC1,7724,910783582,83900263,H&S SHM 5.7MLX960 DAILY CLEAN IN GST FC,6043930219,2026-02-12,12:14:52,2026-02-12,16:39:26,2076,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INC4,7724,910783550,83900259,H&S SHM 5.7MLX1200 DAILY CLEAN IN GST FC,6043930248,2026-02-12,14:58:44,2026-02-12,20:06:09,1660,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INT2,7724,910783633,80880899,H&S SHM 650ML X12 SB IN GST,604393026A,2026-02-12,18:31:47,2026-02-12,19:58:29,742,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INT2,7724,910783833,80895914,H&S SHM 650MLX12 S&S 2IN1 IN GST,6043930269,2026-02-12,17:05:05,2026-02-12,18:31:47,742,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INT2,7724,910786404,80879269,PNTN SHM 90MLX48 HS LC IN GST,604393026E,2026-02-12,19:58:30,2026-02-13,00:25:38,1319,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INT2,7724,910778471,80892897,H&S SHM 340ML X30 CM IN EDTA,6041930260,2026-02-10,17:13:35,2026-02-10,18:40:10,570,CS,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910784785,21470269,BC128c PN40S12 0.5C 1.1FR HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910784792,21470270,BC128c PN40S12 0.5C 0.80Vic LCV KTN HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910787370,21422079,BC128o MN2513 0.5PO 0.70Vic 0.05KTN HS,,2026-02-13,22:49:59,2026-02-13,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910787109,21453170,BC128c PN40S12 0.5C 1.15PR HS,CI860,2026-02-12,22:49:59,2026-02-12,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910784784,21470269,BC128c PN40S12 0.5C 1.1FR HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910784793,21470270,BC128c PN40S12 0.5C 0.80Vic LCV KTN HS,,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910787371,21422079,BC128o MN2513 0.5PO 0.70Vic 0.05KTN HS,,2026-02-13,22:49:59,2026-02-13,23:59:59,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM1,7724,910784790,21453169,BC128c PN40S05 0.5C 1.1FLM HS,CI846,2026-02-12,22:50:00,2026-02-12,23:59:00,12000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM2,7724,910781585,21090111,BC226MD70-29 3.0Gly 1.5TAS KTN 0.7GS PN,B366,2026-02-11,12:00:00,2026-02-11,23:59:00,3000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM2,7724,910787112,20256318,BC162C WM2500 0.8RL PTN,CI863,2026-02-12,22:56:59,2026-02-12,23:59:59,6000,KG,2026-02-13 14:28:47
2026-02-12 10:37:21,INM2,7724,910787367,21432817,BC128o MN2515 0.5PO 0.70VicLCV HS,CI864,2026-02-13,23:08:00,2026-02-13,23:59:00,6000,KG,2026-02-13 14:28:47
